aaa	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Edoid	North-Central	Ghotuo-Uneme-Yekhee
aab	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Plateau	Alumic
aac	Trans-New Guinea	Gogodala-Suki	Gogodala
aad	Sepik	Iwam
aaf	Dravidian	Southern	Tamil-Kannada	Tamil-Kodagu	Tamil-Malayalam	Malayalam
aag	Torricelli	Wapei-Palei	Palei
aai	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Western Oceanic	Papuan Tip	Nuclear	North Papuan Mainland-D’Entrecasteaux	Are-Taupota	Are
aak	Trans-New Guinea	Angan	Nuclear Angan
aal	Afro-Asiatic	Chadic	Biu-Mandara	B	B.1	Kotoko Proper	North
aam	Nilo-Saharan	Eastern Sudanic	Nilotic	Southern	Kalenjin	Nandi-Markweta	Nandi
aan	Tupi	Tupi-Guarani	Subgroup VIII
aap	North Brazil	Carib	Northern
aaq	Algic	Algonquian	Eastern
aar	Afro-Asiatic	Cushitic	East	Saho-Afar
aas	Afro-Asiatic	Cushitic	South
aau	Sepik	Abau
aaw	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Western Oceanic	North New Guinea	Ngero-Vitiaz	Vitiaz	Southwest New Britain	Arawe-Pasismanua	Arawe	West Arawe
aax	Trans-New Guinea	Ok-Awyu	Awyu-Dumut	Dumut
aay	Unclassified
aaz	Austronesian	Malayo-Polynesian	Central-Eastern	Central Malayo-Polynesian	Timor	Extra-Ramelaic	West
aba	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Agneby
abb	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Narrow Bantu	Northwest	A	Basaa (A.40)
abc	Austronesian	Malayo-Polynesian	Philippine	Central Luzon	Sambalic
abd	Austronesian	Malayo-Polynesian	Philippine	Greater Central Philippine	Umiray Dumaget
abe	Algic	Algonquian	Eastern
abf	Austronesian	Malayo-Polynesian	North Borneo	Sabahan	Paitanic
abg	Trans-New Guinea	Madang	Kalam-Kobon
abi	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Agneby
abj	Andamanese	Great Andamanese	Central
abk	North Caucasian	West Caucasian	Abkhaz-Abazin
abl	Austronesian	Malayo-Polynesian	Lampung
abm	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Ekoid
abn	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Cross River	Delta Cross	Central Delta	Abua-Odual
abo	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Tivoid
abp	Austronesian	Malayo-Polynesian	Philippine	Central Luzon	Sambalic
abq	North Caucasian	West Caucasian	Abkhaz-Abazin
abr	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Tano	Central	Akan
abs	Austronesian	Malayo-Polynesian	Malayo-Sumbawan	North and East	Malayic	Malay	Trade	East Indonesian
abt	Sepik	Ndu
abu	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Tano	Western
abw	Trans-New Guinea	Madang	Croisilles	Pihom	Omosan
abx	Austronesian	Malayo-Polynesian	Greater Barito	Sama-Bajaw	Abaknon
aby	Trans-New Guinea	Southeast Papuan	Yareban
abz	Trans-New Guinea	West	West Timor-Alor-Pantar	Alor-Pantar	Alor
aca	Arawakan	Maipuran	Northern Maipuran	Inland
acb	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Unclassified
acc	Mayan	Quichean-Mamean	Greater Quichean	Quichean	Quiche-Achi
acd	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Tano	Guang	North Guang
ace	Austronesian	Malayo-Polynesian	Malayo-Sumbawan	North and East	Chamic	Achenese
acf	Creole	French based
ach	Nilo-Saharan	Eastern Sudanic	Nilotic	Western	Luo	Southern	Luo-Acholi	Alur-Acholi	Lango-Acholi
aci	Andamanese	Great Andamanese	Northern
ack	Andamanese	Great Andamanese	Northern
acl	Andamanese	Great Andamanese	Central
acn	Sino-Tibetan	Tibeto-Burman	Lolo-Burmese	Burmish	Northern
acp	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Kainji	Western	Kamuku
acr	Mayan	Quichean-Mamean	Greater Quichean	Quichean	Quiche-Achi
acs	Macro-Ge	Ge-Kaingang	Ge	Central
act	Indo-European	Germanic	West	Low Saxon-Low Franconian	Low Saxon
acu	Jivaroan
acv	Hokan	Northern	Karok-Shasta	Shasta-Palaihnihan	Palaihnihan
acz	Niger-Congo	Kordofanian	Talodi	Talodi Proper	Tocho
ada	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Ga-Dangme
adb	Trans-New Guinea	West	West Timor-Alor-Pantar	Adabe
add	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Wide Grassfields	Narrow Grassfields	Mbam-Nkam	Nkambe
ade	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Basila-Adele
adg	Australian	Pama-Nyungan	Arandic
adh	Nilo-Saharan	Eastern Sudanic	Nilotic	Western	Luo	Southern	Adhola
adi	Sino-Tibetan	Tibeto-Burman	North Assam	Tani
adj	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Agneby
adl	Sino-Tibetan	Tibeto-Burman	North Assam	Tani
adn	Trans-New Guinea	West	West Timor-Alor-Pantar	Alor-Pantar	Alor
ado	Ramu-Lower Sepik	Ramu	Grass
adp	Sino-Tibetan	Tibeto-Burman	Himalayish	Tibeto-Kanauri	Tibetic	Tibetan	Southern
adq	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Left Bank	Kposo-Ahlo-Bowili
adr	Austronesian	Malayo-Polynesian	Central-Eastern	Central Malayo-Polynesian	Timor	Flores-Lembata
ads	Deaf sign language
adt	Australian	Pama-Nyungan	South-West	Yura
adu	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Edoid	Northwestern
adw	Tupi	Tupi-Guarani	Subgroup VI
adx	Sino-Tibetan	Tibeto-Burman	Himalayish	Tibeto-Kanauri	Tibetic	Tibetan	Northern
ady	North Caucasian	West Caucasian	Circassian
adz	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Western Oceanic	North New Guinea	Huon Gulf	Markham	Upper
aea	Australian	Pama-Nyungan	Paman	Norman Pama
aed	Deaf sign language
aee	Indo-European	Indo-Iranian	Indo-Aryan	Northwestern zone	Dardic	Kunar	Pashayi
aek	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Central-Eastern Oceanic	Remote Oceanic	New Caledonian	Haekic
ael	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Wide Grassfields	Western Momo
aem	Austro-Asiatic	Mon-Khmer	Viet-Muong	Chut
aen	Deaf sign language
aeq	Indo-European	Indo-Iranian	Indo-Aryan	Central zone	Gujarati
aer	Australian	Pama-Nyungan	Arandic
aes	Penutian	Oregon Penutian	Coast Oregon	Yakonan
aeu	Sino-Tibetan	Tibeto-Burman	Lolo-Burmese	Lolo	Southern
aew	Ramu-Lower Sepik	Ramu	Grass
aey	Trans-New Guinea	Madang	Croisilles	Gum
aez	Trans-New Guinea	Binanderean	Binandere
afd	Arafundi
afe	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Cross River	Bendi
afg	Deaf sign language
afi	Ramu-Lower Sepik	Ramu	Tamolan
afk	Arafundi
afn	Niger-Congo	Atlantic-Congo	Ijoid	Defaka
afo	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Idomoid	Akweya	Eloyi
afp	Arafundi
afr	Indo-European	Germanic	West	Low Saxon-Low Franconian	Low Franconian
afs	Creole	English based	Atlantic	Eastern	Northern
aft	Nilo-Saharan	Eastern Sudanic	Western	Nyimang
afu	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Tano	Guang	South Guang
afz	Lakes Plain	Tariku	East
aga	Unclassified
agb	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Cross River	Delta Cross	Upper Cross	Central	East-West	Mbembe-Legbo	Legbo
agc	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Idomoid	Akweya	Etulo-Idoma	Idoma
agd	Trans-New Guinea	Kainantu-Goroka	Kainantu	Gadsup-Auyana-Awa
age	Trans-New Guinea	Engan	Angal-Kewa
agf	Austronesian	Malayo-Polynesian	Central-Eastern	Central Malayo-Polynesian	North Bomberai
agg	Senagi
agh	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Narrow Bantu	Northwest	C	Ngombe (C.50)
agi	Austro-Asiatic	Munda	North Munda	Kherwari
agj	Afro-Asiatic	Semitic	South	Ethiopian	South	Transversal	Amharic-Argobba
agk	Austronesian	Malayo-Polynesian	Philippine	Greater Central Philippine	Central Philippine	Bikol	Coastal	Naga
agl	Trans-New Guinea	East Strickland
agm	Trans-New Guinea	Angan	Angaatiha
agn	Austronesian	Malayo-Polynesian	Philippine	Kalamian
ago	Trans-New Guinea	Angan	Nuclear Angan
agp	Austronesian	Malayo-Polynesian	Philippine	Northern Luzon	Northern Cordilleran	Northeastern Luzon	Northern
agq	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Wide Grassfields	Narrow Grassfields	Ring	West
agr	Jivaroan
ags	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Tivoid
agt	Austronesian	Malayo-Polynesian	Philippine	Northern Luzon	Northern Cordilleran	Cagayan Valley	Ibanagic	Gaddangic
agu	Mayan	Quichean-Mamean	Greater Mamean	Ixilan
agv	Austronesian	Malayo-Polynesian	Philippine	Central Luzon	Sinauna
agw	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Central-Eastern Oceanic	Southeast Solomonic	Malaita-San Cristobal	San Cristobal
agx	North Caucasian	East Caucasian	Lezgic	Nuclear Lezgic	East Lezgic
agy	Austronesian	Malayo-Polynesian	Philippine	Northern Luzon	Meso-Cordilleran	Alta
agz	Austronesian	Malayo-Polynesian	Philippine	Greater Central Philippine	Central Philippine	Bikol	Inland
aha	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Tano	Central	Bia	Southern
ahb	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Central-Eastern Oceanic	Remote Oceanic	North and Central Vanuatu	Northeast Vanuatu-Banks Islands	Malekula Coastal
ahg	Afro-Asiatic	Cushitic	Central	Western
ahh	Trans-New Guinea	Ok-Awyu	Awyu-Dumut	Awyu
ahi	Niger-Congo	Atlantic-Congo	Volta-Congo	Kru	Aizi
ahk	Sino-Tibetan	Tibeto-Burman	Burmic	Ngwi	Southern
ahl	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Left Bank	Kposo-Ahlo-Bowili
ahm	Niger-Congo	Atlantic-Congo	Volta-Congo	Kru	Aizi
ahn	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Defoid	Ayere-Ahan
aho	Tai-Kadai	Kam-Tai	Be-Tai	Tai-Sek	Tai	Southwestern	Northwest
ahp	Niger-Congo	Atlantic-Congo	Volta-Congo	Kru	Aizi
ahr	Indo-European	Indo-Iranian	Indo-Aryan	Central zone	Khandesi
ahs	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Plateau	Western	Northwestern	Koro
aht	Na-Dene	Nuclear Na-Dene	Athapaskan-Eyak	Athapaskan	Tanaina-Ahtna
aia	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Central-Eastern Oceanic	Southeast Solomonic	Malaita-San Cristobal	San Cristobal
aib	Altaic	Turkic	Eastern
aic	Border	Bewani
aid	Australian	Pama-Nyungan	Paman	Northern Pama
aie	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Western Oceanic	North New Guinea	Ngero-Vitiaz	Vitiaz	Southwest New Britain	Amara
aif	Torricelli	Wapei-Palei	Palei
aig	Creole	English based	Atlantic	Eastern	Southern
aih	Tai-Kadai	Kam-Tai	Kam-Sui
aij	Afro-Asiatic	Semitic	Central	Aramaic	Eastern	Central	Northeastern
aik	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Plateau	Western	Southwestern	B
ail	Trans-New Guinea	Bosavi
aim	Sino-Tibetan	Tibeto-Burman	Kuki-Chin-Naga	Kuki-Chin	Northern
ain	Language isolate
aio	Tai-Kadai	Kam-Tai	Be-Tai	Tai-Sek	Tai	Southwestern	Northwest
aip	Trans-New Guinea	Ok-Awyu	Ok	Western
aiq	Indo-European	Indo-Iranian	Iranian	Western	Southwestern	Persian
air	Tor-Kwerba	Greater Kwerba	Kwerba	West Coast
ais	Austronesian	East Formosan	Central
ait	Tupi	Arikem
aiw	Afro-Asiatic	Omotic	South
aix	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Western Oceanic	North New Guinea	Ngero-Vitiaz	Vitiaz	Southwest New Britain	Arawe-Pasismanua	Pasismanua
aiy	Niger-Congo	Atlantic-Congo	Volta-Congo	North	Adamawa-Ubangi	Ubangi	Gbaya-Manza-Ngbaka	East
aja	Nilo-Saharan	Central Sudanic	West	Kresh
ajg	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Left Bank	Gbe	Aja
aji	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Central-Eastern Oceanic	Remote Oceanic	New Caledonian	Southern	South	Wailic
ajw	Afro-Asiatic	Chadic	West	B	B.2
ajz	Sino-Tibetan	Tibeto-Burman	Mikir
aka	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Tano	Central	Akan
akb	Austronesian	Malayo-Polynesian	Northwest Sumatra-Barrier Islands	Batak	Southern
akc	Language isolate
akd	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Cross River	Delta Cross	Upper Cross	Akpet
ake	Carib	Northern	East-West Guiana	Macushi-Kapon	Kapon
akf	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Idomoid	Yatye-Akpa
akg	Austronesian	Malayo-Polynesian	Central-Eastern	Central Malayo-Polynesian	Bima-Sumba
akh	Trans-New Guinea	Engan	Angal-Kewa
aki	Ramu-Lower Sepik	Ramu	Middle Ramu
akj	Andamanese	Great Andamanese	Northern
akl	Austronesian	Malayo-Polynesian	Philippine	Greater Central Philippine	Central Philippine	Bisayan	West	Aklan
akm	Andamanese	Great Andamanese	Northern
ako	Carib	Northern	East-West Guiana	Wama
akp	Niger-Congo	Atlantic-Congo	Volta-Congo	Kwa	Nyo	Potou-Tano	Lelemi	Lelemi-Akpafu
akq	Sepik	Yellow River
akr	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Central-Eastern Oceanic	Remote Oceanic	North and Central Vanuatu	Northeast Vanuatu-Banks Islands	West Santo
aks	Niger-Congo	Atlantic-Congo	Volta-Congo	North	Gur	Central	Northern	Oti-Volta	Gurma	Ntcham
akt	Austronesian	Malayo-Polynesian	Central-Eastern	Eastern Malayo-Polynesian	Oceanic	Western Oceanic	North New Guinea	Ngero-Vitiaz	Vitiaz	Southwest New Britain	Arawe-Pasismanua	Arawe	East Arawe
aku	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Jukunoid	Yukuben-Kuteb
akv	North Caucasian	East Caucasian	Avar-Andic	Andic
akw	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Bantoid	Southern	Narrow Bantu	Northwest	C	Mbosi (C.30)
akx	Andamanese	Great Andamanese	Central
aky	Andamanese	Great Andamanese	Central
akz	Muskogean	Eastern
ala	Niger-Congo	Atlantic-Congo	Volta-Congo	Benue-Congo	Idomoid	Akweya	Etulo-Idoma	Idoma
